Date,normal_score,abnormal_score
2019-11-26,0.00018522793526358928,0.005542147184068877
2019-11-27,-0.0017860414651792843,0.0028573961736073944
2019-11-28,-0.0014291749792831872,0.0033124648303681833
2019-11-29,-0.002543840943592506,0.001156723337762619
2019-12-02,-0.0029180285971872775,-0.0006653544555147476
2019-12-03,-0.004940272947880455,-0.0036224467436400884
2019-12-04,-0.003457502301835968,-0.002914950964381249
2019-12-05,-0.0023714908351419794,-0.0027487278820718256
2019-12-06,-0.002704426766093792,-0.00469605604950399
2019-12-09,-0.0035236136433098014,-0.005637690607551429
2019-12-10,-0.004102724877003008,-0.006691505739323252
2019-12-11,-0.003316030592137853,-0.005726789865577297
2019-12-12,-0.003910081246030036,-0.005874595944308975
2019-12-13,-0.004050695443311256,-0.0069679173696153875
2019-12-16,-0.003149321922197382,-0.006218714114493627
2019-12-17,-0.0036679289446458077,-0.007620009097915872
2019-12-18,-0.0038026273802299537,-0.008482714018633531
2019-12-19,-0.005785057773148628,-0.008678786856464555
2019-12-20,-0.006814327413575967,-0.007773963887435434
2019-12-23,-0.00666369338715726,-0.008478116012859336
2019-12-24,-0.007340619428961342,-0.01004077418971443
2019-12-25,-0.008841261238628152,-0.011618182227408909
2019-12-26,-0.008158917310579288,-0.010748974600830177
2019-12-27,-0.008059903469788583,-0.009653712712819073
2019-12-30,-0.0073201481165434505,-0.007950148485862979
2019-12-31,-0.008645117127365116,-0.009378645440418033
2020-01-02,-0.009409935316051719,-0.010553130679137327
2020-01-03,-0.01032303667176512,-0.01133047595231439
2020-01-06,-0.010141943243080702,-0.011490199582618262
2020-01-07,-0.010147929267364185,-0.010398299889339782
2020-01-08,-0.009439061052419848,-0.01071448061364718
2020-01-09,-0.008090371374491655,-0.009721148282217953
2020-01-10,-0.008787578207706894,-0.010450565620821807
2020-01-13,-0.009080471796989054,-0.008815268190248247
2020-01-14,-0.008517652326241576,-0.006618520393984371
2020-01-15,-0.008843254299136578,-0.005315097506975834
2020-01-16,-0.008948870662021255,-0.00355180616772505
2020-01-17,-0.00830798007780588,-0.00408137216724731
2020-01-20,-0.0077410241231683575,-0.005839638419730146
2020-01-21,-0.006772036471045152,-0.0034520473429732273
2020-01-22,-0.0033642034719131944,0.0004921010348435443
2020-01-23,-0.0026485425234783486,0.0009953713335597884
2020-02-03,-0.003921993325775254,0.00171368230775452
2020-02-04,-0.005478554478882238,-0.0022162831294127825
2020-02-05,-0.007156669982543861,-0.004515551611142987
2020-02-06,-0.008363136988889663,-0.005068317758399975
2020-02-07,-0.010232768343891536,-0.005900777609404811
2020-02-10,-0.009653578386309286,-0.004456827375121015
2020-02-11,-0.009951741273832991,-0.004851459191993745
2020-02-12,-0.0069638455565591145,-0.003372839012874026
2020-02-13,-0.005590771453043176,-0.0017271090694450637
2020-02-14,-0.006390862426484276,-0.0039646847186155946
2020-02-17,-0.005768454082099805,-0.005563329964169781
2020-02-18,-0.003393265405432217,-0.004618850515049869
2020-02-19,-0.0030549211163635064,-0.005405041462893898
2020-02-20,-0.0032132663909194615,-0.006378089764768295
2020-02-21,-0.005149196900976906,-0.008902999846009368
